ce_1,ce_2
7.625,3.75
0.703125,14.5234375
0.671875,14.625
0.0625,15.53125
0.453125,14.78125
0.796875,14.4453125
0.3125,15.4296875
0.296875,14.8828125
2.78125,11.25
1.875,-0.3125
-0.15625,15.9296875
0.90625,14.109375
0.71875,14.7265625
0.703125,14.3046875
-0.78125,16.40625
1.609375,13.25
5.6875,7.0
0.578125,14.7890625
0.265625,15.2734375
-0.140625,15.84375
0.5625,14.6484375
-0.375,16.234375
4.34375,9.28125
2.515625,11.21875
4.296875,9.34375
0.0625,15.3984375
-0.171875,15.46875
4.46875,8.90625
0.484375,14.9375
-0.03125,15.421875
2.390625,12.015625
0.28125,15.09375
4.609375,8.96875
-0.203125,16.0
0.765625,14.5703125
2.0625,12.140625
1.5625,13.09375
0.671875,14.5078125
0.28125,2.9375
3.71875,-2.3125
-0.328125,16.4296875
2.71875,11.5
0.046875,15.359375
2.890625,11.3125
1.0625,13.75
1.28125,13.46875
2.484375,11.859375
8.734375,2.375
0.671875,14.5234375
1.734375,12.921875
-0.078125,15.53125
0.75,14.046875
0.28125,15.203125
0.0625,15.625
0.140625,15.1640625
0.484375,14.8984375
-0.390625,16.265625
0.875,14.1953125
-0.15625,16.015625
-0.21875,16.09375
0.21875,15.10546875
0.25,15.1328125
0.375,15.1171875
0.046875,15.4140625
2.09375,12.5
0.984375,14.1484375
0.671875,14.6015625
0.1875,15.25
2.421875,12.015625
0.3125,15.15625
6.75,5.3125
1.390625,13.40625
1.703125,12.921875
-0.328125,16.1875
0.65625,14.78125
2.03125,12.5625
1.09375,13.828125
0.953125,14.3671875
1.828125,12.75
-0.171875,15.7265625
-0.140625,15.8125
-0.03125,15.671875
0.71875,14.4296875
3.84375,9.875
2.265625,11.953125
1.4375,13.34375
1.359375,13.5625
0.65625,14.8359375
0.09375,15.7890625
1.0625,14.0546875
3.640625,10.1875
-0.1875,15.4921875
0.390625,14.7890625
0.84375,14.3828125
-0.21875,16.015625
2.734375,11.46875
0.40625,15.0234375
2.90625,11.46875
-0.140625,15.734375
3.3125,10.6875
0.421875,14.859375
0.359375,15.1015625
0.484375,14.796875
0.71875,14.4453125
5.328125,7.75
0.515625,14.6875
0.609375,14.96875
2.875,11.03125
0.0625,15.4375
6.34375,6.0625
-0.359375,16.3515625
2.015625,12.484375
1.9375,0.40625
1.328125,13.640625
1.375,13.7890625
-0.234375,16.09375
-0.296875,15.765625
0.453125,15.25
11.640625,-2.125
-0.03125,15.6875
1.109375,13.9765625
0.765625,14.2109375
0.421875,14.9140625
-0.40625,16.421875
0.734375,14.1953125
0.015625,15.65625
2.0,12.59375
2.9375,11.28125
4.65625,8.84375
0.921875,14.25
-0.328125,16.328125
-0.59375,16.40625
0.390625,15.109375
0.484375,15.078125
1.15625,13.9375
0.921875,14.078125
3.71875,10.09375
4.0,9.59375
-0.484375,16.109375
0.265625,15.2265625
2.9375,11.4375
0.5625,14.8515625
7.296875,4.5
0.21875,15.171875
5.84375,6.75
1.703125,13.28125
-0.359375,16.265625
0.03125,3.3984375
0.296875,15.0546875
0.734375,14.40234375
4.453125,9.09375
-0.328125,4.05078125
2.625,11.953125
-0.359375,15.953125
-0.0625,15.640625
-0.09375,15.671875
-0.03125,15.890625
1.078125,14.078125
0.296875,14.8828125
0.90625,14.2890625
0.3125,15.2890625
-0.53125,16.3125
-0.046875,15.4921875
0.390625,14.9609375
1.171875,13.96875
1.609375,12.90625
1.96875,12.671875
-0.484375,16.390625
2.4375,11.953125
0.03125,15.625
2.0,12.734375
1.96875,12.75
7.953125,3.75
0.5625,14.6484375
2.5625,11.65625
0.34375,14.109375
0.640625,14.5234375
-0.75,4.369140625
2.734375,11.375
0.65625,14.515625
0.0,15.5078125
0.53125,14.734375
0.34375,14.890625
0.5,14.875
0.1875,15.3828125
-0.171875,15.4765625
-0.171875,15.8984375
0.359375,15.09375
1.359375,13.75
4.890625,8.3125
2.015625,0.5625
1.5625,12.96875
0.8125,14.5546875
1.484375,13.125
0.265625,15.390625
0.71875,14.4140625
3.296875,10.65625
6.53125,5.625
1.265625,13.5703125
0.03125,15.34375
0.546875,14.8984375
-0.0625,3.681640625
0.703125,14.3515625
1.203125,13.578125
3.078125,10.71875
0.3125,2.5703125
3.296875,-1.65625
4.140625,9.34375
0.640625,14.703125
5.109375,8.1875
5.59375,6.9375
0.9375,14.2421875
1.5625,13.34375
-0.0625,3.09375
1.71875,12.859375
-0.203125,15.96875
0.421875,15.0703125
2.171875,12.53125
-0.359375,16.3359375
3.140625,10.9375
1.546875,13.5
0.125,15.3359375
0.140625,15.4140625
-0.421875,3.62890625
0.9375,14.109375
0.421875,15.203125
2.09375,12.5
3.359375,10.625
0.515625,15.0
1.28125,13.75
1.0625,13.890625
0.140625,15.1875
0.1875,15.2421875
0.3125,15.375
6.59375,5.625
0.484375,14.9296875
2.046875,12.578125
2.671875,11.5625
-0.328125,16.3125
1.265625,13.5
0.328125,14.1015625
1.484375,13.390625
-0.125,15.828125
0.875,14.1796875
-0.21875,15.8515625
-0.3125,16.015625
-0.28125,15.5
-0.109375,15.9453125
3.265625,10.40625
1.359375,13.4375
-0.09375,15.8046875
7.671875,-7.75
2.875,11.15625
-0.03125,15.71875
0.8125,14.4296875
-0.796875,16.265625
1.625,13.4765625
2.828125,11.40625
14.03125,-5.375
1.40625,0.921875
0.234375,15.4609375
0.875,14.3359375
0.1875,15.46875
1.171875,13.75
4.546875,8.65625
1.4375,13.4765625
2.203125,12.46875
0.59375,14.515625
0.125,15.3984375
4.640625,8.78125
0.421875,15.03125
-0.3125,15.8515625
-0.390625,16.265625
1.421875,1.375
0.359375,15.2890625
0.921875,14.2421875
-0.34375,16.3125
2.625,11.375
0.546875,14.5859375
1.890625,12.28125
1.40625,13.3125
7.109375,4.75
0.828125,14.37109375
0.421875,14.875
1.25,13.703125
0.515625,14.859375
1.0,14.140625
1.28125,13.546875
2.5,11.734375
1.0625,14.0078125
0.90625,14.4453125
0.109375,15.5234375
0.90625,14.109375
-0.46875,4.88671875
1.09375,13.75
2.828125,11.40625
-0.171875,15.796875
0.296875,15.3359375
2.984375,10.25
0.21875,15.0390625
0.703125,14.7890625
3.09375,10.96875
2.25,12.296875
0.078125,15.1875
0.84375,14.2265625
0.359375,14.9609375
0.328125,14.890625
2.84375,11.46875
-0.1875,15.859375
6.296875,6.125
-0.203125,15.8125
1.375,13.453125
3.65625,10.28125
0.015625,15.65625
0.046875,15.4140625
0.640625,14.4296875
0.828125,14.2265625
0.703125,14.75
1.234375,13.75
6.171875,6.25
-0.1875,15.59375
3.328125,10.65625
0.25,15.40625
3.6875,9.9375
-0.328125,16.171875
0.34375,15.21875
0.390625,15.0390625
3.3125,10.65625
1.953125,12.40625
0.109375,15.3671875
-0.03125,3.53125
0.46875,15.1953125
1.390625,13.25
2.390625,11.859375
0.640625,14.7109375
0.21875,15.515625
4.25,9.4375
2.765625,11.46875
0.796875,2.21875
0.921875,14.3515625
4.953125,8.5
3.078125,10.9375
0.734375,14.2734375
-0.1875,15.9296875
1.875,12.96875
0.828125,14.2421875
1.296875,13.6484375
0.296875,15.1953125
-0.265625,15.8359375
0.265625,15.09375
-0.609375,16.34375
0.765625,14.5234375
-0.75,16.578125
0.8125,14.6015625
0.71875,14.6953125
-0.171875,16.0859375
0.734375,14.828125
-0.34375,15.9296875
1.34375,13.453125
4.640625,8.375
0.703125,14.71875
-0.15625,15.7734375
-0.125,15.6875
1.390625,13.515625
1.859375,12.953125
-0.125,15.6875
-0.015625,15.25
0.71875,14.4296875
1.9375,12.890625
0.53125,14.8046875
0.03125,15.5859375
0.765625,2.3203125
0.296875,15.3359375
0.90625,14.1484375
-0.140625,2.5390625
0.625,14.4453125
3.328125,10.625
4.375,-3.125
0.515625,14.65625
1.453125,13.609375
-0.28125,16.03125
1.203125,1.40625
4.375,8.875
0.75,14.3984375
0.6875,14.68359375
-0.03125,15.96875
2.875,11.0
0.796875,14.5078125
-0.15625,15.9296875
0.875,14.453125
1.75,12.84375
0.671875,14.6015625
-0.28125,16.0859375
1.28125,13.6875
0.828125,2.796875
7.484375,4.5625
0.0,15.390625
-0.3125,16.25
-0.390625,16.3828125
0.328125,15.0625
0.90625,14.578125
0.28125,15.25
0.75,14.5234375
2.1875,12.234375
0.34375,15.1015625
3.953125,9.71875
0.9375,14.1171875
-0.046875,2.3359375
0.5,14.6171875
0.109375,15.4609375
2.0,12.5
1.71875,13.21875
0.046875,15.484375
0.140625,15.609375
0.09375,15.4765625
3.578125,10.125
2.78125,11.59375
0.296875,15.3515625
0.75,14.703125
3.015625,11.0625
0.15625,15.1640625
0.296875,15.078125
-0.03125,15.8671875
3.40625,10.4375
1.171875,13.75
0.171875,15.1015625
8.421875,2.75
0.5,14.9453125
0.453125,14.9375
-0.046875,15.4609375
0.109375,15.3515625
0.265625,14.9921875
-0.015625,15.2265625
0.546875,14.6953125
1.625,13.140625
0.609375,14.609375
-0.109375,15.8046875
8.34375,2.9375
-0.109375,16.015625
0.078125,15.4140625
0.234375,15.15625
0.34375,15.0078125
1.875,12.53125
0.71875,14.6875
0.15625,15.46875
1.34375,13.796875
0.6875,14.75
1.015625,1.953125
5.921875,6.75
2.109375,12.171875
-0.296875,16.40625
0.140625,15.453125
-0.859375,16.359375
1.328125,13.6328125
0.125,15.453125
0.96875,14.171875
0.3125,15.1640625
0.296875,15.171875
0.765625,14.4765625
1.34375,13.8125
-0.09375,15.65625
2.171875,12.265625
0.359375,14.328125
1.453125,13.1875
0.625,14.6953125
0.046875,15.890625
1.140625,13.984375
0.34375,15.03125
0.859375,14.484375
0.65625,14.640625
0.546875,14.71875
2.28125,11.6875
2.5,11.84375
1.078125,2.25
1.4375,13.375
-0.03125,2.796875
0.65625,14.7890625
0.296875,15.0703125
0.171875,15.375
0.0625,15.2421875
0.03125,15.3828125
2.203125,12.46875
0.421875,15.171875
-0.078125,15.328125
-0.078125,15.625
1.15625,13.921875
1.125,14.09375
1.234375,13.65625
1.203125,13.8125
1.90625,12.328125
0.875,14.2578125
0.453125,14.7734375
2.4375,11.03125
-0.390625,16.25
3.40625,10.1875
0.40625,15.3671875
2.546875,11.796875
0.421875,14.7890625
1.1875,13.84375
-0.015625,15.5546875
0.171875,15.53125
0.40625,15.21875
0.3125,2.71875
1.4375,13.484375
5.640625,7.0625
-0.0625,15.59375
0.125,16.3515625
0.3125,15.234375
0.296875,15.171875
0.140625,15.4296875
1.125,14.09375
0.765625,14.6328125
0.53125,14.828125
-0.328125,15.890625
0.03125,15.359375
-0.015625,15.984375
0.078125,15.3828125
1.78125,12.8125
0.3125,15.15625
3.9375,9.5625
-0.15625,15.7734375
0.546875,14.6875
-0.140625,16.1953125
1.703125,12.90625
1.4375,13.46875
0.328125,15.0390625
-0.359375,16.0625
4.0625,9.28125
-0.03125,15.1953125
0.0625,15.640625
0.640625,14.5546875
0.171875,3.1796875
0.6875,14.7265625
2.828125,11.40625
0.671875,13.84375
3.765625,9.71875
0.84375,14.3828125
0.375,2.28125
-0.4375,16.390625
2.1875,12.453125
2.453125,11.78125
3.96875,9.75
0.640625,14.6953125
0.890625,14.015625
-0.078125,15.609375
0.421875,14.7421875
1.890625,12.5
0.53125,14.21875
1.0625,1.453125
1.125,14.109375
2.625,11.40625
0.765625,14.3671875
3.0625,11.28125
0.8125,14.6015625
-0.5,16.28125
-0.078125,15.7578125
1.625,13.421875
0.75,14.296875
0.984375,14.1640625
-0.3125,16.4296875
-0.109375,15.3046875
-0.234375,16.171875
-0.078125,15.5703125
0.3125,15.015625
-0.453125,16.078125
1.5,13.40625
-0.15625,15.66015625
3.125,10.9375
1.921875,12.578125
0.375,14.9921875
2.84375,-1.625
0.734375,14.5390625
-0.03125,15.8359375
2.140625,12.265625
-0.3125,16.296875
-0.296875,16.1875
2.234375,12.234375
0.546875,14.8984375
2.125,12.171875
0.875,13.640625
0.171875,15.5625
0.921875,14.2578125
0.09375,15.25
1.609375,13.34375
3.546875,10.59375
1.921875,12.703125
2.59375,11.65625
0.125,15.6015625
1.875,12.171875
-0.40625,14.828125
0.8125,14.421875
1.46875,13.5625
-0.296875,15.9453125
4.953125,-5.4375
0.234375,15.3671875
0.765625,13.265625
0.84375,14.5390625
0.578125,14.6328125
0.078125,15.4296875
-0.03125,15.859375
1.875,12.6875
2.5625,11.5
0.15625,15.2421875
0.859375,14.3359375
0.375,14.984375
0.390625,15.15625
1.234375,13.765625
1.484375,13.421875
1.65625,13.03125
3.015625,10.96875
1.21875,13.6875
0.546875,14.8046875
1.125,13.7890625
4.609375,8.5625
0.65625,14.7109375
0.59375,14.78125
3.59375,10.28125
0.890625,14.15625
2.078125,11.46875
2.15625,12.234375
-0.234375,16.125
5.65625,6.9375
1.234375,13.859375
1.171875,13.859375
0.3125,15.34375
0.765625,2.7421875
0.46875,14.8359375
0.515625,15.046875
-0.109375,15.8671875
-0.328125,16.328125
1.4375,13.65625
0.25,15.2890625
3.46875,10.40625
1.15625,13.96875
1.34375,13.65625
0.921875,14.3046875
1.171875,13.6875
3.5,10.4375
2.375,11.890625
0.1875,15.3828125
0.828125,14.3984375
0.15625,15.265625
0.390625,14.953125
-0.125,15.828125
1.90625,12.640625
0.53125,15.1640625
0.0625,15.59375
-0.015625,15.84765625
2.015625,12.46875
0.46875,15.0390625
2.21875,11.8125
0.40625,14.8046875
2.0625,12.046875
0.296875,14.8828125
0.9375,14.2734375
1.59375,13.234375
0.328125,15.04296875
1.765625,12.84375
1.15625,13.84375
0.25,15.28125
1.546875,13.15625
0.484375,14.73046875
1.03125,13.8125
4.890625,8.0625
-0.21875,15.4765625
4.234375,9.40625
1.390625,13.8515625
4.953125,7.9375
2.203125,12.640625
2.5625,11.953125
-0.65625,15.3203125
1.875,12.8125
0.71875,14.53125
1.859375,12.96875
2.46875,11.859375
-0.015625,15.828125
0.65625,14.6328125
1.40625,13.484375
0.234375,15.140625
1.234375,13.890625
3.765625,10.125
0.65625,14.4921875
0.515625,2.6875
-0.171875,15.765625
1.8125,13.03125
3.703125,9.75
1.5625,13.5
2.71875,11.65625
0.53125,14.6171875
0.390625,15.2109375
2.796875,11.46875
0.34375,15.125
2.328125,12.234375
-0.0625,16.0546875
4.734375,8.4375
0.75,1.921875
0.640625,14.6484375
1.0,14.2890625
3.125,10.71875
2.484375,11.890625
0.5625,14.8046875
0.03125,15.359375
1.28125,13.5625
3.65625,10.1875
0.046875,15.4609375
-0.3125,16.3984375
0.0625,15.609375
0.140625,15.2890625
-0.3125,16.265625
0.921875,14.3984375
0.234375,15.15625
6.609375,5.875
0.125,15.3125
0.09375,15.0
1.03125,13.96875
0.125,15.609375
0.703125,14.6171875
-0.234375,15.59375
1.921875,12.90625
0.6875,14.4609375
0.078125,15.3984375
4.859375,8.1875
-0.109375,15.671875
2.34375,12.078125
0.265625,15.21875
0.484375,14.9375
-0.40625,3.640625
1.03125,14.2265625
0.84375,14.40625
0.21875,15.21875
1.453125,13.296875
0.765625,14.609375
-0.046875,15.7421875
0.9375,14.4453125
1.203125,14.140625
0.125,15.5
0.96875,14.3671875
4.625,-2.9375
3.109375,10.625
-0.328125,16.296875
-0.484375,16.484375
1.46875,13.546875
0.796875,14.75
0.296875,15.30859375
0.828125,14.15625
-0.171875,15.765625
1.03125,14.1640625
0.625,14.984375
4.234375,9.09375
4.703125,8.4375
1.671875,13.390625
0.1875,15.5078125
3.328125,10.5625
0.921875,14.4140625
2.03125,12.46875
0.125,15.4296875
0.703125,14.6171875
-0.046875,15.6171875
2.71875,-0.21875
2.4375,11.828125
0.1875,14.9453125
0.125,15.375
0.078125,15.69921875
0.390625,14.6015625
0.6875,14.75
0.046875,15.6328125
0.15625,15.50390625
3.40625,-1.6875
0.046875,15.578125
-0.234375,15.734375
-0.125,16.0234375
-0.203125,15.8125
1.25,13.890625
0.71875,14.1875
0.3125,15.140625
1.125,14.09375
-0.0625,15.640625
2.546875,11.59375
5.921875,6.5625
3.40625,10.4375
0.5,15.015625
1.859375,12.828125
0.3125,15.203125
0.0625,15.6953125
0.0,15.5625
1.03125,13.921875
0.171875,15.2734375
1.625,13.0625
-0.125,15.9921875
0.21875,15.34375
0.359375,15.25
1.75,12.828125
8.953125,2.125
-0.015625,15.96875
0.25,15.125
2.5,11.828125
1.484375,13.53125
0.6875,14.296875
0.984375,13.890625
-0.1875,15.9296875
-0.078125,15.875
-0.109375,15.6484375
0.0,15.625
0.28125,15.2421875
3.90625,9.78125
2.03125,12.46875
0.578125,14.921875
1.578125,13.5703125
1.546875,13.1875
2.3125,12.046875
2.78125,11.46875
0.828125,14.5859375
0.453125,14.8046875
0.1875,15.234375
1.328125,13.359375
-0.109375,15.671875
-0.640625,14.828125
1.109375,13.53125
0.125,15.4453125
0.515625,14.9765625
1.0625,13.90625
1.15625,13.9375
2.890625,11.28125
5.359375,7.4375
0.015625,15.8046875
0.578125,14.6640625
-0.734375,16.359375
2.25,12.109375
1.828125,13.0
0.46875,15.2421875
1.75,12.75
1.359375,13.578125
0.078125,15.734375
1.171875,13.921875
-0.03125,15.546875
2.046875,12.5625
-0.1875,16.0703125
2.140625,12.59375
0.796875,14.171875
5.953125,6.5625
0.8125,14.15625
4.859375,8.3125
0.453125,15.0078125
1.03125,13.9375
0.578125,14.6328125
0.921875,13.921875
1.84375,12.734375
3.125,11.0
0.25,15.265625
0.375,14.8671875
1.65625,0.953125
2.96875,11.15625
1.421875,13.234375
0.0,15.3984375
0.15625,15.515625
0.09375,15.3984375
-0.234375,16.0
6.09375,6.1875
1.53125,13.34375
0.09375,15.3828125
0.828125,14.5234375
1.3125,1.90625
1.015625,13.609375
0.609375,14.4453125
9.140625,1.75
-0.046875,15.671875
2.65625,10.53125
0.953125,14.2265625
0.703125,14.4296875
5.9375,6.8125
0.3125,15.0234375
1.75,12.71875
0.34375,15.1171875
0.640625,14.5234375
1.546875,13.296875
-0.1875,15.5078125
0.34375,15.0078125
3.90625,9.53125
0.1875,15.2421875
0.359375,15.0859375
-0.0625,15.640625
1.0,13.859375
1.1875,2.125
5.171875,8.0
-0.203125,15.83203125
1.71875,13.046875
3.875,9.875
-0.34375,16.171875
0.21875,15.1484375
1.109375,14.25
2.828125,11.28125
1.4375,12.390625
0.453125,15.1328125
0.90625,13.84375
0.078125,15.3828125
4.953125,8.1875
0.125,15.328125
1.140625,13.625
0.625,15.0
0.71875,14.5546875
-0.015625,15.7890625
0.765625,14.4921875
0.59375,14.7890625
0.453125,14.6953125
0.515625,14.7265625
-0.328125,16.453125
1.03125,14.2578125
0.65625,14.5390625
0.140625,15.4140625
0.703125,14.6015625
1.21875,13.828125
1.6875,12.984375
0.546875,14.5546875
0.96875,14.140625
4.671875,8.375
2.375,11.921875
0.109375,15.3671875
3.4375,10.375
1.59375,13.140625
0.515625,14.7109375
1.203125,13.78125
-0.125,15.6953125
0.203125,15.203125
0.609375,14.578125
1.75,13.125
6.0625,6.6875
-0.15625,15.765625
0.5,14.80859375
0.34375,14.6640625
0.8125,14.4375
-0.359375,16.25
-0.171875,15.921875
0.078125,15.5625
3.796875,9.65625
0.859375,14.65625
0.5625,14.7578125
1.65625,13.015625
-0.296875,15.84375
2.203125,12.5
-0.21875,15.8125
-0.125,15.69921875
0.078125,15.5546875
0.953125,14.171875
4.546875,9.125
2.6875,11.46875
0.78125,14.0234375
0.390625,15.2109375
0.953125,13.75
7.671875,4.0
7.390625,4.5
1.265625,13.8828125
1.046875,14.2421875
4.3125,9.03125
1.640625,13.171875
0.234375,15.2265625
-0.34375,15.421875
0.9375,14.0625
-0.140625,15.6015625
0.0,15.6484375
0.03125,15.640625
0.140625,15.1875
3.96875,9.65625
3.625,9.96875
-0.4375,16.296875
0.859375,14.3359375
-0.125,15.84375
0.140625,15.4296875
3.171875,10.9375
-0.203125,15.6640625
0.921875,14.3203125
0.8125,14.6015625
0.59375,14.6328125
-0.171875,15.7578125
2.359375,12.359375
0.5,14.609375
3.515625,10.5
0.859375,14.5234375
0.859375,14.65625
0.234375,15.15625
0.6875,14.7421875
3.125,10.75
0.25,15.0234375
0.65625,14.53125
0.375,14.9453125
0.546875,14.8828125
0.171875,15.0859375
0.203125,15.1953125
3.03125,11.09375
1.859375,12.921875
-0.015625,15.6796875
0.046875,15.4453125
0.203125,15.3828125
0.09375,15.5625
-0.34375,16.15625
0.5625,14.66796875
-0.09375,15.9296875
0.125,15.46875
2.71875,11.65625
0.546875,14.6796875
3.5625,10.21875
-0.40625,16.15625
3.203125,10.6875
0.96875,14.3671875
-0.328125,16.0
-0.171875,15.765625
0.609375,14.8828125
0.6875,14.3359375
2.59375,11.5625
4.203125,9.53125
2.421875,11.75
7.96875,3.375
1.625,13.25
1.21875,14.140625
-0.640625,16.3828125
0.25,15.296875
-0.34375,15.890625
0.59375,14.4296875
1.734375,12.6875
5.484375,7.25
1.5,13.46875
1.921875,12.625
0.0625,15.2890625
1.40625,13.25
0.921875,1.90625
0.921875,14.078125
2.046875,0.75
-0.09375,15.921875
4.171875,9.40625
-0.484375,16.25
3.953125,9.40625
2.03125,12.578125
0.75,14.375
0.046875,15.203125
-0.15625,15.5546875
5.484375,7.1875
0.1875,15.203125
0.546875,14.8046875
-0.109375,15.9921875
0.28125,15.125
-0.015625,15.6484375
0.15625,15.3828125
-0.765625,16.4375
0.609375,14.75
0.5625,14.953125
-1.140625,16.234375
0.90625,13.8125
1.390625,13.390625
0.171875,15.421875
2.734375,-0.9375
-0.84375,16.40625
2.890625,11.03125
0.15625,15.296875
6.453125,5.625
1.015625,14.140625
3.890625,9.875
0.1875,15.3359375
0.140625,15.4375
0.125,15.328125
4.15625,9.5625
4.265625,9.46875
-0.234375,15.6328125
-0.046875,15.4921875
4.046875,9.59375
0.359375,15.0703125
-0.015625,15.5625
2.234375,12.4375
0.3125,15.28125
0.046875,15.4765625
1.03125,13.953125
0.25,14.0390625
6.546875,5.9375
0.484375,15.0625
-0.484375,16.1015625
0.5,15.0
3.390625,10.5
1.96875,12.640625
0.265625,15.1171875
-0.375,16.328125
0.0,15.6875
3.21875,10.65625
-0.203125,16.0
0.21875,15.2265625
1.828125,12.65625
0.421875,15.046875
0.515625,14.9140625
0.3125,15.2109375
3.78125,10.0625
1.390625,13.5625
0.78125,14.2109375
1.234375,13.484375
1.03125,13.921875
5.109375,7.6875
0.546875,3.109375
-0.015625,15.6640625
0.3125,15.234375
1.03125,14.015625
2.453125,12.140625
